updated,A3,A4,A5
07:01:01,7.405,1.090,4.787
07:00:56,7.382,1.090,4.775
07:00:51,7.370,1.090,4.716
07:00:46,7.346,1.090,4.692
07:00:41,7.370,1.078,4.668
07:00:36,7.382,1.078,4.680
07:00:31,7.358,1.090,4.668
07:00:26,7.382,1.078,4.716
07:00:21,7.346,1.055,4.716
07:00:16,7.370,1.066,4.775
07:00:11,7.358,1.066,4.775
07:00:06,7.346,1.066,4.728
07:00:01,7.370,1.066,4.728
06:59:56,7.394,1.090,4.668
06:59:51,7.382,1.102,4.680
06:59:47,7.382,1.114,4.550
06:59:41,7.334,1.114,4.633
06:59:36,7.346,1.114,4.621
06:59:31,7.382,1.102,4.657
06:59:26,7.370,1.078,4.680
06:59:21,7.370,1.055,4.751
06:59:16,7.382,1.007,4.941
06:59:11,7.370,0.983,5.024
06:59:06,7.382,0.995,4.965
06:59:01,7.394,1.007,4.941
06:58:56,7.370,0.972,4.739
06:58:51,7.394,0.972,5.071
06:58:46,7.370,0.960,5.130
06:58:41,7.346,0.960,5.083
06:58:36,7.358,0.936,4.941
06:58:31,7.370,0.948,5.130
06:58:26,7.370,0.972,5.095
06:58:21,7.382,0.995,5.012
06:58:16,7.346,0.983,4.917
06:58:11,7.405,0.983,4.716
06:58:06,7.394,0.983,5.071
06:58:01,7.382,0.983,5.048
06:57:56,7.382,0.972,5.036
06:57:51,7.370,0.983,5.048
06:57:46,7.394,1.007,5.000
06:57:41,7.394,0.995,5.036
06:57:36,7.394,1.019,4.965
06:57:31,7.382,1.019,4.965
06:57:26,7.370,1.007,4.941
06:57:21,7.394,1.007,5.000
06:57:16,7.394,0.948,5.142
06:57:11,7.382,0.924,5.225
06:57:06,7.370,0.865,5.036
06:57:01,7.394,0.818,5.462
06:56:56,7.405,0.782,5.604
06:56:51,7.370,0.758,5.664
06:56:46,7.334,0.758,5.403
06:56:41,7.394,0.746,5.723
06:56:36,7.370,0.735,5.723
06:56:32,7.358,0.723,5.747
06:56:26,7.358,0.711,5.723
06:56:21,7.334,0.711,5.841
06:56:16,7.394,0.711,5.818
06:56:12,7.358,0.675,5.747
06:56:06,7.346,0.687,5.830
06:56:01,7.346,0.699,5.770
06:55:56,7.394,0.699,5.841
06:55:51,7.358,0.711,5.806
06:55:46,7.382,0.675,5.818
06:55:41,7.358,0.687,5.581
06:55:36,7.394,0.723,5.735
06:55:31,7.370,0.699,5.747
06:55:26,7.382,0.735,5.723
06:55:21,7.358,0.735,5.687
06:55:16,7.322,0.723,5.202
06:55:11,7.382,0.746,5.747
06:55:06,7.382,0.782,5.711
06:55:01,7.394,0.806,5.521
06:54:56,7.334,0.794,5.415
06:54:51,7.429,0.829,5.474
06:54:46,7.394,0.865,5.391
06:54:41,7.405,0.877,5.356
06:54:37,7.382,0.877,5.261
06:54:31,7.299,0.865,5.213
06:54:26,7.382,0.901,5.320
06:54:21,7.405,0.901,5.344
06:54:16,7.405,0.912,5.296
06:54:11,7.346,0.912,4.976
06:54:06,7.358,0.948,5.225
06:54:01,7.370,0.948,5.213
06:53:56,7.382,0.936,5.142
06:53:51,7.358,0.936,5.095
06:53:46,7.394,0.948,5.178
06:53:41,7.382,0.972,5.059
06:53:36,7.370,0.995,5.036
06:53:31,7.334,0.983,4.775
06:53:26,7.382,1.055,4.929
06:53:21,7.382,1.007,4.929
06:53:16,7.358,1.007,4.965
06:53:11,7.405,1.043,4.905
06:53:06,7.346,1.043,4.728
06:53:01,7.405,1.031,4.917
06:52:56,7.394,1.055,4.882
06:52:51,7.370,1.055,4.811
06:52:46,7.417,1.055,4.858
06:52:41,7.394,1.066,4.834
06:52:36,7.405,1.055,4.894
06:52:31,7.382,1.066,4.834
06:52:26,7.382,1.066,4.822
06:52:21,7.394,1.078,4.431
06:52:16,7.405,1.078,4.751
06:52:11,7.394,1.090,4.763
06:52:06,7.405,1.066,4.787
06:52:01,7.311,1.043,4.562
06:51:56,7.370,1.031,4.846
06:51:51,7.417,1.007,4.953
06:51:46,7.417,1.019,4.988
06:51:42,7.394,1.007,4.834
06:51:36,7.394,1.019,4.917
06:51:31,7.394,1.019,4.976
06:51:26,7.405,1.019,4.965
06:51:21,7.405,1.019,4.929
06:51:16,7.394,1.007,4.929
06:51:11,7.394,1.019,4.882
06:51:06,7.405,1.031,4.929
06:51:01,7.405,1.066,4.846
06:50:56,7.358,1.102,4.503
06:50:51,7.370,1.137,4.609
06:50:46,7.382,1.161,4.538
06:50:41,7.370,1.197,4.384
06:50:36,7.358,1.220,4.254
06:50:31,7.417,1.256,4.242
06:50:26,7.405,1.280,4.135
06:50:21,7.394,1.292,4.100
06:50:16,7.370,1.327,3.993
06:50:11,7.429,1.315,3.720
06:50:06,7.394,1.351,3.839
06:50:01,7.394,1.351,3.756
06:49:56,7.382,1.351,3.685
06:49:51,7.382,1.339,3.886
06:49:46,7.382,1.292,4.111
06:49:41,7.405,1.197,4.384
06:49:36,7.394,1.090,4.846
06:49:31,7.394,1.031,4.834
06:49:26,7.311,0.972,4.822
06:49:21,7.417,0.889,5.308
06:49:16,7.405,0.841,5.486
06:49:11,7.405,0.841,5.533
06:49:06,7.382,0.865,5.462
06:49:01,7.394,0.853,5.486
06:48:56,7.394,0.841,5.521
06:48:51,7.394,0.829,5.533
06:48:46,7.382,0.829,5.593
06:48:41,7.394,0.806,5.664
06:48:36,7.394,0.806,5.652
06:48:31,7.405,0.782,5.640
06:48:27,7.394,0.806,5.581
06:48:21,7.358,0.806,5.462
06:48:16,7.405,0.818,5.593
06:48:11,7.382,0.829,5.557
06:48:06,7.394,0.841,5.557
06:48:01,7.394,0.853,5.652
06:47:56,7.405,0.841,5.521
06:47:51,7.405,0.829,5.545
06:47:46,7.382,0.829,5.581
06:47:41,7.382,0.853,5.415
06:47:36,7.405,0.853,5.545
06:47:31,7.394,0.865,5.450
06:47:26,7.382,0.901,5.356
06:47:21,7.358,0.912,5.320
06:47:16,7.417,0.912,5.119
06:47:11,7.382,0.901,5.332
06:47:06,7.394,0.889,5.367
06:47:01,7.394,0.877,5.415
06:46:56,7.382,0.865,5.450
06:46:51,7.382,0.865,5.415
06:46:46,7.405,0.865,5.486
06:46:41,7.394,0.853,5.486
06:46:36,7.394,0.853,5.427
06:46:31,7.322,0.818,5.154
06:46:26,7.417,0.794,5.628
06:46:21,7.394,0.770,5.664
06:46:16,7.394,0.746,5.723
06:46:11,7.405,0.735,5.664
06:46:06,7.394,0.735,5.735
06:46:01,7.405,0.746,5.782
06:45:56,7.394,0.758,5.723
06:45:51,7.382,0.770,5.652
06:45:46,7.358,0.782,5.237
06:45:41,7.370,0.782,5.676
06:45:36,7.417,0.782,5.640
06:45:31,7.382,0.782,5.664
06:45:26,7.405,0.758,5.628
06:45:21,7.394,0.758,5.723
06:45:16,7.370,0.758,5.676
06:45:11,7.382,0.782,5.687
06:45:06,7.358,0.758,5.450
06:45:01,7.382,0.758,5.379
06:44:56,7.405,0.758,5.664
06:44:51,7.394,0.782,5.723
06:44:46,7.382,0.770,5.699
06:44:41,7.346,0.758,5.296
06:44:36,7.394,0.735,5.782
06:44:31,7.417,0.746,5.770
06:44:26,7.358,0.746,5.747
06:44:21,7.370,0.758,5.747
06:44:16,7.370,0.758,5.308
06:44:11,7.405,0.770,5.711
06:44:06,7.382,0.770,5.699
06:44:01,7.382,0.782,5.604
06:43:56,7.382,0.782,5.379
06:43:51,7.394,0.794,5.676
06:43:46,7.382,0.806,5.616
06:43:41,7.405,0.806,5.628
06:43:36,7.370,0.806,5.379
06:43:31,7.382,0.794,5.640
06:43:26,7.405,0.818,5.640
06:43:21,7.405,0.818,5.581
06:43:16,7.394,0.818,5.486
06:43:11,7.370,0.806,5.652
06:43:06,7.394,0.829,5.593
06:43:01,7.429,0.829,5.593
06:42:56,7.405,0.794,5.569
06:42:51,7.405,0.818,5.640
06:42:46,7.405,0.818,5.593
06:42:41,7.382,0.806,5.557
06:42:36,7.417,0.794,5.545
06:42:31,7.382,0.794,5.664
06:42:26,7.394,0.782,5.711
06:42:21,7.382,0.770,5.735
06:42:16,7.382,0.758,5.758
06:42:11,7.405,0.746,5.841
06:42:06,7.394,0.735,5.841
06:42:01,7.370,0.723,5.794
06:41:56,7.394,0.723,5.806
06:41:51,7.394,0.746,5.794
06:41:46,7.429,0.746,5.794
06:41:41,7.394,0.758,5.747
06:41:36,7.405,0.735,5.758
06:41:32,7.382,0.723,5.533
06:41:26,7.370,0.723,5.830
06:41:21,7.394,0.711,5.865
06:41:16,7.370,0.687,5.948
06:41:11,7.394,0.675,5.841
06:41:06,7.322,0.687,5.865
06:41:01,7.370,0.711,5.877
06:40:56,7.405,0.699,5.818
06:40:51,7.382,0.723,5.794
06:40:46,7.394,0.723,5.806
06:40:41,7.405,0.699,5.806
06:40:36,7.394,0.699,5.830
06:40:31,7.370,0.711,5.841
06:40:26,7.370,0.711,5.510
06:40:21,7.405,0.699,5.770
06:40:16,7.382,0.735,5.853
06:40:11,7.370,0.735,5.770
06:40:06,7.394,0.723,5.758
06:40:01,7.394,0.746,5.770
06:39:56,7.394,0.758,5.770
06:39:51,7.405,0.758,5.676
06:39:46,7.370,0.758,5.687
06:39:41,7.322,0.758,5.652
06:39:36,7.394,0.746,5.723
06:39:31,7.382,0.746,5.664
06:39:27,7.394,0.782,5.770
06:39:21,7.382,0.746,5.687
06:39:16,7.405,0.770,5.782
06:39:11,7.405,0.758,5.747
06:39:06,7.405,0.723,5.782
06:39:01,7.417,0.723,5.853
06:38:56,7.382,0.735,5.830
06:38:51,7.382,0.723,5.830
06:38:46,7.394,0.735,5.853
06:38:41,7.417,0.723,5.806
06:38:36,7.370,0.735,5.794
06:38:31,7.394,0.711,5.853
06:38:26,7.370,0.699,5.912
06:38:21,7.417,0.699,5.936
06:38:16,7.405,0.711,5.699
06:38:11,7.394,0.675,6.019
06:38:06,7.382,0.687,5.912
06:38:01,7.382,0.687,5.924
06:37:56,7.394,0.699,5.877
06:37:51,7.382,0.687,5.889
06:37:46,7.370,0.675,5.912
06:37:41,7.405,0.699,5.841
06:37:37,7.382,0.699,5.877
06:37:32,7.334,0.699,5.699
06:37:26,7.394,0.699,5.877
06:37:21,7.394,0.711,5.877
06:37:16,7.382,0.711,5.841
06:37:11,7.382,0.723,5.628
06:37:06,7.370,0.711,5.450
06:37:01,7.370,0.711,5.865
06:36:56,7.405,0.711,5.853
06:36:51,7.370,0.723,5.877
06:36:46,7.370,0.723,5.770
06:36:41,7.405,0.746,5.782
06:36:36,7.405,0.746,5.830
06:36:31,7.382,0.782,5.676
06:36:26,7.346,0.782,5.533
06:36:21,7.370,0.770,5.628
06:36:16,7.382,0.794,5.640
06:36:11,7.382,0.794,5.616
06:36:06,7.370,0.818,5.640
06:36:01,7.405,0.806,5.604
06:35:56,7.370,0.806,5.687
06:35:51,7.370,0.829,5.616
06:35:46,7.405,0.818,5.604
06:35:41,7.382,0.818,5.593
06:35:36,7.382,0.841,5.581
06:35:31,7.382,0.841,5.533
06:35:26,7.417,0.853,5.510
06:35:21,7.405,0.877,5.486
06:35:16,7.394,0.865,5.474
06:35:11,7.405,0.877,5.439
06:35:06,7.405,0.853,5.450
06:35:01,7.405,0.877,5.427
06:34:56,7.405,0.865,5.486
06:34:51,7.394,0.865,5.462
06:34:46,7.370,0.853,5.521
06:34:41,7.370,0.853,5.498
06:34:36,7.394,0.841,5.439
06:34:31,7.394,0.853,5.391
06:34:26,7.382,0.853,5.308
06:34:21,7.382,0.853,5.533
06:34:16,7.394,0.829,5.545
06:34:11,7.382,0.818,5.545
06:34:06,7.405,0.841,5.533
06:34:01,7.417,0.841,5.521
06:33:56,7.394,0.877,5.439
06:33:51,7.382,0.865,5.427
06:33:47,7.394,0.841,5.474
06:33:41,7.370,0.818,5.510
06:33:36,7.405,0.794,5.545
06:33:31,7.346,0.770,5.427
06:33:26,7.405,0.770,5.664
06:33:21,7.382,0.770,5.652
06:33:16,7.417,0.806,5.676
06:33:11,7.382,0.806,5.510
06:33:06,7.334,0.806,5.640
06:33:01,7.394,0.794,5.616
06:32:56,7.382,0.794,5.628
06:32:51,7.394,0.794,5.664
06:32:46,7.358,0.829,5.604
06:32:41,7.394,0.829,5.498
06:32:36,7.394,0.853,5.533
06:32:31,7.405,0.829,5.533
06:32:26,7.370,0.829,5.273
06:32:21,7.417,0.841,5.521
06:32:16,7.405,0.841,5.510
06:32:11,7.405,0.841,5.521
06:32:06,7.394,0.818,5.510
06:32:01,7.370,0.794,5.237
06:31:56,7.405,0.770,5.628
06:31:51,7.382,0.794,5.676
06:31:46,7.394,0.770,5.616
06:31:41,7.358,0.770,5.676
06:31:36,7.394,0.782,5.711
06:31:31,7.405,0.770,5.664
06:31:26,7.394,0.770,5.640
06:31:21,7.394,0.758,5.687
06:31:16,7.334,0.782,5.628
06:31:11,7.417,0.794,5.640
06:31:06,7.405,0.770,5.711
06:31:01,7.394,0.794,5.581
06:30:56,7.299,0.794,5.273
06:30:51,7.394,0.794,5.735
06:30:46,7.417,0.794,5.676
06:30:41,7.417,0.806,5.628
06:30:36,7.370,0.806,5.664
06:30:31,7.382,0.806,5.628
06:30:26,7.382,0.806,5.628
06:30:21,7.394,0.806,5.664
06:30:16,7.370,0.806,5.664
06:30:11,7.394,0.818,5.107
06:30:06,7.394,0.829,5.569
06:30:01,7.394,0.841,5.510
06:29:56,7.382,0.865,5.427
06:29:51,7.405,0.877,5.095
06:29:46,7.382,0.901,5.439
06:29:41,7.394,0.889,5.403
06:29:36,7.382,0.901,5.403
06:29:31,7.394,0.889,5.391
06:29:26,7.441,0.877,4.870
06:29:21,7.394,0.865,5.415
06:29:16,7.382,0.865,5.427
06:29:11,7.394,0.841,5.521
06:29:06,7.311,0.818,5.237
06:29:01,7.394,0.829,5.533
06:28:56,7.394,0.829,5.545
06:28:51,7.394,0.841,5.462
06:28:46,7.346,0.853,5.095
06:28:41,7.405,0.877,5.474
06:28:36,7.417,0.865,5.486
06:28:31,7.405,0.841,5.462
06:28:26,7.382,0.841,5.462
06:28:21,7.382,0.841,5.521
06:28:16,7.394,0.841,5.474
06:28:11,7.394,0.853,5.450
06:28:06,7.417,0.841,5.510
06:28:01,7.370,0.841,5.261
06:27:56,7.370,0.841,5.486
06:27:51,7.417,0.841,5.474
06:27:46,7.405,0.841,5.486
06:27:41,7.405,0.841,5.462
06:27:36,7.405,0.853,5.545
06:27:31,7.382,0.818,5.545
06:27:26,7.394,0.829,5.545
06:27:21,7.405,0.829,5.545
06:27:16,7.346,0.806,5.640
06:27:11,7.405,0.782,5.711
06:27:06,7.405,0.758,5.747
06:27:01,7.405,0.758,5.758
06:26:56,7.370,0.746,5.557
06:26:52,7.370,0.746,5.770
06:26:46,7.370,0.746,5.735
06:26:41,7.382,0.758,5.758
06:26:36,7.394,0.758,5.747
06:26:31,7.334,0.770,5.308
06:26:26,7.382,0.782,5.711
06:26:21,7.405,0.746,5.723
06:26:16,7.370,0.782,5.652
06:26:11,7.405,0.770,5.474
06:26:06,7.417,0.782,5.676
06:26:01,7.394,0.782,5.664
06:25:56,7.417,0.794,5.604
06:25:51,7.346,0.806,5.498
06:25:46,7.311,0.794,5.628
06:25:41,7.417,0.794,5.676
06:25:36,7.405,0.794,5.652
06:25:31,7.394,0.806,5.545
06:25:26,7.370,0.782,5.474
06:25:21,7.394,0.770,5.628
06:25:16,7.417,0.806,5.676
06:25:11,7.394,0.794,5.640
06:25:06,7.370,0.794,5.593
06:25:01,7.382,0.806,5.628
06:24:56,7.382,0.794,5.593
06:24:51,7.405,0.806,5.593
06:24:46,7.370,0.818,5.593
06:24:41,7.370,0.818,5.285
06:24:36,7.394,0.829,5.533
06:24:31,7.382,0.818,5.545
06:24:26,7.370,0.794,5.557
06:24:21,7.405,0.818,5.616
06:24:16,7.417,0.829,5.557
06:24:11,7.382,0.829,5.521
06:24:06,7.394,0.829,5.379
06:24:01,7.346,0.841,5.498
06:23:56,7.405,0.841,5.545
06:23:51,7.417,0.829,5.510
06:23:46,7.394,0.829,5.545
06:23:41,7.382,0.818,5.533
06:23:36,7.405,0.818,5.533
06:23:31,7.394,0.818,5.498
06:23:26,7.405,0.853,5.521
06:23:21,7.382,0.841,5.450
06:23:16,7.334,0.841,5.059
06:23:11,7.405,0.841,5.510
06:23:06,7.394,0.841,5.510
06:23:01,7.405,0.853,5.439
06:22:56,7.382,0.829,5.415
06:22:51,7.299,0.818,5.569
06:22:46,7.405,0.818,5.581
06:22:41,7.417,0.806,5.628
06:22:36,7.405,0.806,5.486
06:22:31,7.370,0.806,5.166
06:22:26,7.394,0.829,5.545
06:22:21,7.394,0.829,5.569
06:22:16,7.405,0.818,5.533
06:22:11,7.346,0.853,5.521
06:22:06,7.382,0.841,5.521
06:22:01,7.405,0.853,5.545
06:21:56,7.405,0.841,5.474
06:21:51,7.394,0.853,5.450
06:21:46,7.382,0.841,5.486
06:21:42,7.382,0.853,5.498
06:21:36,7.405,0.841,5.521
06:21:31,7.417,0.829,5.498
06:21:26,7.405,0.841,5.474
06:21:21,7.394,0.829,5.521
06:21:16,7.382,0.818,5.498
06:21:11,7.382,0.829,5.545
06:21:06,7.382,0.818,5.533
06:21:01,7.394,0.806,5.628
06:20:56,7.394,0.770,5.557
06:20:51,7.382,0.794,5.581
06:20:47,7.358,0.818,5.545
06:20:41,7.370,0.818,5.450
06:20:36,7.405,0.829,5.569
06:20:32,7.417,0.818,5.533
06:20:26,7.394,0.829,5.486
06:20:21,7.346,0.818,5.356
06:20:16,7.394,0.806,5.616
06:20:11,7.405,0.806,5.652
06:20:06,7.405,0.782,5.664
06:20:01,7.370,0.782,5.604
06:19:56,7.311,0.782,5.687
06:19:51,7.394,0.806,5.699
06:19:46,7.394,0.782,5.687
06:19:41,7.370,0.794,5.628
06:19:36,7.417,0.818,5.593
06:19:31,7.405,0.829,5.557
06:19:26,7.417,0.818,5.510
06:19:21,7.394,0.841,5.498
06:19:16,7.382,0.853,5.320
06:19:11,7.405,0.841,5.225
06:19:06,7.382,0.853,5.533
06:19:01,7.382,0.829,5.569
06:18:56,7.417,0.818,5.545
06:18:51,7.382,0.818,5.415
06:18:46,7.405,0.794,5.616
06:18:41,7.382,0.806,5.664
06:18:36,7.370,0.794,5.664
06:18:31,7.394,0.806,5.699
06:18:26,7.405,0.806,5.652
06:18:21,7.382,0.794,5.687
06:18:16,7.394,0.782,5.640
06:18:11,7.382,0.806,5.545
06:18:06,7.334,0.770,5.593
06:18:01,7.370,0.806,5.640
06:17:56,7.382,0.794,5.604
06:17:51,7.394,0.770,5.711
06:17:46,7.358,0.782,5.676
06:17:42,7.382,0.782,5.687
06:17:36,7.417,0.770,5.676
06:17:31,7.382,0.782,5.687
06:17:26,7.358,0.794,5.711
06:17:21,7.311,0.794,5.676
06:17:16,7.417,0.794,5.699
06:17:11,7.382,0.794,5.664
06:17:06,7.370,0.806,5.616
06:17:01,7.358,0.818,5.628
06:16:56,7.382,0.818,5.581
06:16:51,7.405,0.829,5.557
06:16:46,7.405,0.818,5.581
06:16:41,7.382,0.829,5.450
06:16:36,7.405,0.829,5.545
06:16:31,7.382,0.829,5.569
06:16:26,7.405,0.818,5.604
06:16:21,7.394,0.806,5.521
06:16:16,7.370,0.818,5.415
06:16:11,7.358,0.806,5.569
06:16:06,7.405,0.818,5.533
06:16:01,7.382,0.853,5.533
06:15:56,7.358,0.841,5.498
06:15:51,7.417,0.841,5.474
06:15:46,7.394,0.829,5.450
06:15:41,7.417,0.877,5.439
06:15:36,7.405,0.889,5.379
06:15:31,7.370,0.877,4.965
06:15:26,7.417,0.877,5.450
06:15:21,7.394,0.877,5.391
06:15:16,7.394,0.865,5.427
06:15:11,7.358,0.877,5.213
06:15:06,7.382,0.865,5.462
06:15:01,7.394,0.865,5.450
06:14:56,7.394,0.865,5.403
06:14:51,7.346,0.865,5.356
06:14:46,7.346,0.841,5.439
06:14:41,7.382,0.841,5.510
06:14:36,7.405,0.829,5.533
06:14:31,7.382,0.818,5.557
06:14:26,7.346,0.818,5.285
06:14:21,7.394,0.818,5.569
06:14:16,7.405,0.853,5.486
06:14:11,7.394,0.865,5.450
06:14:06,7.346,0.877,5.190
06:14:01,7.382,0.865,5.095
06:13:56,7.405,0.889,5.379
06:13:51,7.394,0.912,5.391
06:13:46,7.382,0.912,5.308
06:13:41,7.346,0.912,5.012
06:13:36,7.382,0.924,5.308
06:13:31,7.405,0.889,5.367
06:13:26,7.394,0.889,5.391
06:13:21,7.394,0.841,5.486
06:13:16,7.382,0.818,5.604
06:13:11,7.405,0.794,5.593
06:13:07,7.394,0.794,5.521
06:13:01,7.382,0.794,5.687
06:12:56,7.370,0.782,5.652
06:12:51,7.370,0.746,5.735
06:12:46,7.382,0.770,5.699
06:12:41,7.382,0.782,5.687
06:12:36,7.370,0.770,5.521
06:12:31,7.394,0.770,5.687
06:12:26,7.394,0.794,5.687
06:12:21,7.382,0.794,5.640
06:12:16,7.394,0.818,5.498
06:12:12,7.417,0.829,5.213
06:12:06,7.405,0.818,5.581
06:12:01,7.370,0.818,5.581
06:11:56,7.370,0.818,5.474
06:11:51,7.358,0.829,5.332
06:11:46,7.405,0.818,5.545
06:11:41,7.405,0.841,5.569
06:11:36,7.370,0.853,5.462
06:11:31,7.358,0.877,5.450
06:11:26,7.346,0.853,5.130
06:11:21,7.405,0.853,5.510
06:11:16,7.382,0.865,5.462
06:11:11,7.358,0.853,5.391
06:11:06,7.382,0.841,5.450
06:11:01,7.394,0.865,5.474
06:10:56,7.417,0.877,5.450
06:10:51,7.405,0.901,5.403
06:10:46,7.382,0.901,5.190
06:10:41,7.382,0.877,5.450
06:10:36,7.417,0.853,5.533
06:10:31,7.394,0.818,5.616
06:10:26,7.382,0.818,5.628
06:10:21,7.382,0.794,5.142
06:10:16,7.382,0.794,5.687
06:10:11,7.405,0.806,5.676
06:10:06,7.394,0.770,5.581
06:10:01,7.346,0.782,5.782
06:09:56,7.394,0.746,5.711
06:09:51,7.394,0.758,5.770
06:09:46,7.394,0.758,5.747
06:09:41,7.405,0.758,5.439
06:09:36,7.370,0.782,5.699
06:09:31,7.394,0.770,5.711
06:09:26,7.382,0.782,5.652
06:09:21,7.394,0.758,5.699
06:09:16,7.358,0.735,5.687
06:09:11,7.382,0.770,5.699
06:09:06,7.394,0.782,5.711
06:09:01,7.405,0.806,5.474
06:08:56,7.382,0.794,5.427
06:08:51,7.417,0.794,5.640
06:08:46,7.394,0.782,5.616
06:08:41,7.370,0.782,5.687
06:08:36,7.382,0.782,5.604
06:08:31,7.311,0.758,5.486
06:08:26,7.429,0.758,5.699
06:08:21,7.394,0.758,5.782
06:08:16,7.394,0.758,5.711
06:08:11,7.394,0.746,5.687
06:08:06,7.382,0.770,5.664
06:08:01,7.417,0.770,5.616
06:07:56,7.394,0.782,5.628
06:07:51,7.394,0.782,5.664
06:07:46,7.370,0.806,5.320
06:07:41,7.346,0.794,5.142
06:07:36,7.394,0.794,5.581
06:07:31,7.405,0.829,5.545
06:07:26,7.394,0.841,5.344
06:07:21,7.311,0.818,5.083
06:07:16,7.382,0.829,5.521
06:07:11,7.417,0.829,5.569
06:07:06,7.417,0.853,5.486
06:07:02,7.346,0.818,5.296
06:06:57,7.405,0.818,5.510
06:06:51,7.405,0.806,5.557
06:06:46,7.405,0.806,5.521
06:06:41,7.394,0.794,5.616
06:06:36,7.394,0.770,5.664
06:06:31,7.382,0.782,5.687
06:06:26,7.405,0.770,5.652
06:06:21,7.370,0.782,5.533
06:06:16,7.346,0.770,5.320
06:06:11,7.417,0.758,5.664
06:06:07,7.405,0.782,5.687
06:06:01,7.382,0.806,5.581
06:05:56,7.382,0.806,5.462
06:05:51,7.417,0.794,5.616
06:05:46,7.417,0.806,5.616
06:05:41,7.382,0.794,5.628
06:05:36,7.370,0.794,5.569
06:05:31,7.322,0.794,5.178
06:05:26,7.394,0.806,5.616
06:05:21,7.405,0.818,5.604
06:05:16,7.382,0.782,5.593
06:05:11,7.358,0.794,5.379
06:05:06,7.405,0.818,5.640
06:05:01,7.429,0.794,5.569
06:04:56,7.405,0.829,5.557
06:04:51,7.370,0.829,5.450
06:04:46,7.394,0.818,5.285
06:04:41,7.382,0.794,5.676
06:04:36,7.405,0.806,5.604
06:04:31,7.405,0.818,5.676
06:04:26,7.358,0.794,5.439
06:04:21,7.382,0.806,5.593
06:04:16,7.394,0.794,5.640
06:04:11,7.405,0.782,5.699
06:04:06,7.394,0.782,5.664
06:04:01,7.322,0.770,5.249
06:03:56,7.370,0.758,5.758
06:03:51,7.394,0.746,5.830
06:03:46,7.394,0.746,5.604
06:03:41,7.370,0.794,5.687
06:03:36,7.405,0.806,5.676
06:03:31,7.370,0.806,5.652
06:03:26,7.382,0.794,5.664
06:03:21,7.382,0.841,5.521
06:03:16,7.358,0.806,5.616
06:03:11,7.394,0.806,5.711
06:03:06,7.382,0.782,5.664
06:03:01,7.382,0.782,5.711
06:02:56,7.405,0.758,5.391
06:02:52,7.417,0.746,5.830
06:02:46,7.358,0.723,5.830
06:02:41,7.394,0.746,5.758
06:02:36,7.370,0.758,5.758
06:02:31,7.394,0.758,5.723
06:02:26,7.417,0.746,5.664
06:02:21,7.382,0.758,5.758
06:02:16,7.394,0.735,5.770
06:02:11,7.394,0.758,5.758
06:02:06,7.394,0.758,5.782
06:02:01,7.382,0.770,5.711
06:01:56,7.382,0.746,5.794
06:01:51,7.370,0.735,5.818
06:01:46,7.382,0.735,5.723
06:01:41,7.394,0.735,5.830
06:01:36,7.382,0.746,5.332
06:01:31,7.405,0.758,5.747
06:01:26,7.382,0.746,5.699
06:01:21,7.358,0.770,5.569
06:01:16,7.358,0.782,5.758
06:01:11,7.394,0.746,5.758
06:01:06,7.405,0.746,5.782
06:01:01,7.405,0.735,5.747
06:00:56,7.382,0.735,5.794
06:00:51,7.334,0.735,5.723
06:00:46,7.405,0.723,5.841
06:00:41,7.417,0.723,5.841
06:00:37,7.382,0.723,5.912
06:00:31,7.405,0.699,5.818
06:00:26,7.405,0.711,5.782
06:00:21,7.382,0.711,5.770
06:00:16,7.346,0.735,5.628
06:00:11,7.382,0.711,5.853
06:00:06,7.358,0.735,5.640
06:00:01,7.358,0.746,5.427
05:59:56,7.405,0.723,5.830
05:59:51,7.405,0.746,5.770
05:59:46,7.405,0.782,5.723
05:59:41,7.322,0.770,5.557
05:59:36,7.405,0.806,5.616
05:59:31,7.382,0.806,5.664
05:59:26,7.394,0.806,5.664
05:59:21,7.358,0.758,5.640
05:59:16,7.382,0.758,5.699
05:59:11,7.382,0.746,5.723
05:59:06,7.417,0.758,5.758
05:59:01,7.382,0.735,5.687
05:58:56,7.322,0.758,5.415
05:58:51,7.382,0.758,5.782
05:58:46,7.394,0.758,5.782
05:58:41,7.394,0.758,5.711
05:58:36,7.417,0.794,5.521
05:58:31,7.370,0.782,5.687
05:58:26,7.382,0.782,5.687
05:58:21,7.370,0.758,5.735
05:58:16,7.370,0.735,5.747
05:58:11,7.334,0.735,5.818
05:58:06,7.394,0.723,5.830
05:58:01,7.370,0.735,5.806
05:57:56,7.405,0.723,5.877
05:57:51,7.394,0.699,5.889
05:57:46,7.382,0.699,5.877
05:57:41,7.382,0.711,5.901
05:57:36,7.405,0.699,5.912
05:57:31,7.394,0.711,5.889
05:57:26,7.382,0.723,5.877
05:57:21,7.405,0.699,5.782
05:57:16,7.334,0.699,5.806
05:57:11,7.358,0.711,5.806
05:57:06,7.382,0.735,5.853
05:57:01,7.382,0.699,5.877
05:56:56,7.382,0.723,5.841
05:56:51,7.299,0.723,5.723
05:56:46,7.394,0.735,5.818
05:56:41,7.429,0.735,5.782
05:56:36,7.405,0.758,5.711
05:56:31,7.405,0.758,5.865
05:56:26,7.394,0.758,5.687
05:56:21,7.394,0.758,5.723
